5' UTR Start	5' UTR End	3' UTR Start	3' UTR End	Chromosome Name	Exon Chr Start (bp)	Exon Chr End (bp)
				17	41251792	41251894
				17	41246187	41246877
37376862	37376965			21	37376862	37376965
37360428	37360469			21	37360428	37360469
37356870	37357128			21	37356870	37357128
37354049	37354214			21	37354049	37354214
37342373	37342465			21	37342373	37342465
37236583	37236765			21	37236583	37236765
37027118	37027173			21	37027118	37027173
36952958	36953227			21	36952958	36953227
36834259	36834323			21	36834259	36834323
36437233	36437369			21	36437233	36437369
36421197	36421255			21	36421139	36421255
				21	36265222	36265260
				21	36259343	36259393
148580289	148580601			7	148580289	148580601
148544391	148544397			7	148544274	148544397
				7	148543589	148543690
				7	148529726	148529842
				7	148526820	148526940
				7	148525832	148525972
				7	148524256	148524358
				7	148523561	148523724
				7	148516688	148516779
				7	148514969	148515209
				7	148514314	148514483
				7	148513776	148513870
				7	148512598	148512638
				7	148511051	148511229
				7	148508717	148508812
				7	148507425	148507506
				7	148506402	148506482
				7	148506163	148506247
		148504574	148504737	7	148504574	148504798
41277288	41277370			17	41277288	41277370
41276114	41276132			17	41276034	41276132
				17	41267743	41267796
				17	41258473	41258550
				17	41256885	41256973
				17	41256139	41256278
				17	41251792	41251894
				17	41249261	41249306
				17	41247863	41247939
41277288	41277381			17	41277288	41277381
41276114	41276132			17	41276034	41276132
				17	41267743	41267796
				17	41256885	41256973
				17	41256139	41256278
				17	41251792	41251897
				17	41249261	41249306
				17	41247863	41247939
				17	41245603	41246877
178865902	178866007			3	178865902	178866007
178916538	178916613			3	178916538	178916676
				3	52437432	52437663
				3	52437154	52437314
				3	52436795	52436956
				3	52436618	52436690
		52435832	52436303	3	52435832	52436437
41277294	41277376			17	41277294	41277376
41276114	41276132			17	41276034	41276132
				17	41267743	41267796
				17	41258473	41258550
				17	41256885	41256973
				17	41256139	41256278
				17	41251792	41251894
				17	41249261	41249306
				17	41247863	41247939
				17	41246761	41246877
				17	41242961	41243049
				17	41234421	41234592
				17	41228505	41228631
				17	41226348	41226538
				17	41222945	41223255
				17	41219625	41219712
				17	41215891	41215968
				17	41215361	41215390
148581152	148581251			7	148581152	148581251
148580289	148580353			7	148580289	148580353
148544391	148544397			7	148544274	148544397
				7	148543589	148543690
				7	148529726	148529842
				7	148526820	148526940
				7	148525832	148525972
				7	148524256	148524358
				7	148523561	148523724
				7	148516688	148516779
				7	148514969	148515209
				7	148514314	148514483
				7	148513776	148513870
				7	148512598	148512638
				7	148511051	148511229
				7	148508717	148508812
				7	148507425	148507506
				7	148506402	148506482
				7	148506163	148506247
		148504476	148504737	7	148504476	148504798
148581256	148581379			7	148581256	148581379
148544391	148544397			7	148544274	148544397
				7	148543589	148543690
				7	148529726	148529842
				7	148526820	148526940
				7	148525832	148525972
				7	148524256	148524358
				7	148523561	148523724
				7	148516688	148516779
				7	148514969	148515209
				7	148514314	148514483
				7	148513776	148513870
				7	148512598	148512638
				7	148512006	148512131
				7	148511051	148511229
				7	148508717	148508812
				7	148507425	148507506
				7	148506402	148506482
				7	148506163	148506247
		148504617	148504737	7	148504617	148504798
				17	41256885	41256933
				17	41256139	41256278
				17	41251792	41251894
				17	41246761	41246877
				17	41242961	41243049
				17	41234421	41234592
				17	41228505	41228631
				17	41226348	41226538
				17	41222945	41223255
				17	41219625	41219712
				17	41215891	41215968
				17	41215361	41215390
36421378	36421462			21	36421378	36421462
36421139	36421255			21	36421139	36421255
36265247	36265260			21	36265222	36265260
				21	36259140	36259393
				21	36252854	36253010
				21	36231771	36231875
				21	36228710	36228744
198299724	198299803			2	198299696	198299803
				2	198288532	198288698
				2	198285753	198285857
		198283520	198285101	2	198283520	198285266
				17	41256885	41256933
				17	41256139	41256278
				17	41251792	41251897
				17	41246761	41246877
				17	41242961	41243049
				17	41234421	41234592
				17	41228505	41228631
41277199	41277338			17	41277199	41277338
41276114	41276132			17	41276034	41276132
				17	41267743	41267796
				17	41256885	41256973
				17	41256206	41256278
29455476	29455525			17	29455476	29455525
29483001	29483141			17	29483001	29483144
				17	29486028	29486111
				17	29490204	29490394
				17	29496909	29496982
41277294	41277373			17	41277294	41277373
41276114	41276132			17	41276034	41276132
				17	41267743	41267796
				17	41258473	41258550
				17	41256885	41256973
				17	41256139	41256278
				17	41251792	41251897
				17	41249261	41249306
				17	41247863	41247939
				17	41246761	41246877
				17	41242961	41243049
				17	41234421	41234592
				17	41228505	41228628
				17	41226348	41226538
				17	41222945	41223255
				17	41219625	41219712
				17	41215891	41215968
				17	41215350	41215390
				17	41209069	41209152
				17	41203080	41203134
				17	41201138	41201211
				17	41199660	41199720
				17	41197695	41197819
41277294	41277419			17	41277294	41277419
41276034	41276132			17	41276034	41276132
41258544	41258550			17	41258473	41258550
				17	41256885	41256973
				17	41256139	41256278
				17	41251792	41251897
				17	41249261	41249306
				17	41247863	41247939
				17	41243452	41246877
				17	41242961	41243049
				17	41234421	41234592
				17	41228505	41228631
				17	41226348	41226538
				17	41222945	41223255
				17	41219625	41219712
				17	41215891	41215968
				17	41215350	41215390
				17	41209069	41209152
				17	41203080	41203134
				17	41201138	41201211
				17	41199660	41199720
		41197646	41197694	17	41197646	41197819
41277294	41277419			17	41277294	41277419
41276034	41276132			17	41276034	41276132
41258544	41258550			17	41258473	41258550
				17	41256885	41256973
				17	41256139	41256278
				17	41251792	41251897
				17	41249261	41249306
				17	41247863	41247939
				17	41246761	41246877
				17	41242961	41243049
				17	41234421	41234592
				17	41228505	41228631
				17	41226348	41226538
				17	41222945	41223255
				17	41219625	41219712
				17	41215891	41215968
				17	41215377	41215390
41277294	41277467			17	41277294	41277467
41276114	41276132			17	41276034	41276132
				17	41267743	41267796
				17	41258473	41258550
				17	41256885	41256973
				17	41256139	41256278
				17	41251792	41251897
				17	41249261	41249306
				17	41247863	41247939
				17	41246129	41246877
				20	30946614	30946635
				20	30954187	30954269
				20	30955530	30955532
				20	30956818	30956926
		30959973	30960033	20	30959967	30960033
41277288	41277317			17	41277288	41277317
41246660	41246877			17	41246129	41246877
33793321	33793470	33790840	33792243	19	33790840	33793470
7590695	7590745			17	7590695	7590745
7580643	7580745			17	7580643	7580745
7579913	7579940			17	7579839	7579940
				17	7579700	7579721
				17	7579312	7579590
				17	7578547	7578554
7580643	7580752			17	7580643	7580752
7579913	7579940			17	7579839	7579940
				17	7579700	7579721
				17	7579312	7579590
				17	7578434	7578554
74733243	74733413			17	74732917	74733413
		74732236	74732242	17	74732236	74732546
		74730659	74731240	17	74730659	74731240
7590695	7590805			17	7590695	7590805
7578534	7578554			17	7578371	7578554
				17	7578177	7578289
				17	7577499	7577608
				17	7577019	7577155
				17	7576853	7576926
106067450	106068136			4	106067450	106068136
106111517	106111626			4	106111517	106111643
				4	106155054	106158508
				4	106162496	106162586
				4	106163991	106164084
				4	106164727	106164935
				4	106180776	106180926
				4	106182916	106183005
				4	106190767	106190904
				4	106193721	106194075
		106197677	106200973	4	106196205	106200973
106068614	106068956			4	106068614	106068956
106111517	106111662			4	106111517	106111662
106155054	106155099			4	106155054	106155429
7590695	7590745			17	7590695	7590745
7579913	7579940			17	7579839	7579940
				17	7579700	7579721
				17	7578371	7578554
				17	7578177	7578289
				17	7577535	7577608
108093211	108093913			11	108093211	108093913
108098322	108098351			11	108098322	108098423
				11	108098503	108098615
				11	108099905	108100050
				11	108106397	108106561
				11	108114680	108114845
				11	108115515	108115753
				11	108117691	108117854
				11	108119660	108119829
				11	108121428	108121799
				11	108122564	108122758
				11	108123544	108123639
				11	108124541	108124766
				11	108126942	108127067
				11	108128208	108128333
				11	108129713	108129802
				11	108137898	108138069
				11	108139137	108139336
				11	108141791	108141873
				11	108141978	108142133
				11	108143259	108143334
				11	108143449	108143579
				11	108150218	108150335
				11	108151722	108151895
				11	108153437	108153606
				11	108154954	108155200
				11	108158327	108158441
108093812	108093913			11	108093812	108093913
108098322	108098351			11	108098322	108098423
				11	108098503	108098615
				11	108099905	108100050
				11	108114680	108114811
32889642	32889804			13	32889642	32889804
32890559	32890660			13	32890559	32890660
32893214	32893462			13	32893214	32893462
32899213	32899265			13	32899213	32899321
				13	32900238	32900287
				13	32900379	32900419
				13	32900636	32900750
				13	32903580	32903629
				13	32905056	32905167
				13	32906409	32907428
				11	108158327	108158442
				11	108159704	108159830
				11	108160329	108160528
		108165679	108166723	11	108165654	108166723
108093817	108093913			11	108093817	108093913
108096228	108096301			11	108096228	108096301
108098322	108098351			11	108098322	108098423
				11	108098503	108098615
				11	108099905	108099999
36947380	36947652			1	36947380	36947652
36947079	36947138			1	36947079	36947138
36945588	36945681			1	36945588	36945681
36945098	36945117			1	36945033	36945117
148581256	148581413			7	148581256	148581413
148544274	148544397			7	148544274	148544397
148543562	148543690			7	148543562	148543690
148533914	148534092			7	148533914	148534092
148529762	148529842			7	148529726	148529842
				7	148526820	148526940
				7	148525832	148525972
				7	148524256	148524358
				7	148523561	148523724
				7	148516688	148516779
		148516070	148516130	7	148516070	148516151
		148515129	148515209	7	148515129	148515209
28674648	28674707			13	28674605	28674707
				13	28644628	28644749
				13	28636004	28636206
				13	28631484	28631599
				13	28626682	28626811
				13	28624232	28624359
				13	28623772	28623911
				13	28623521	28623674
				13	28622412	28622580
				13	28611322	28611425
				13	28610072	28610180
				13	28609632	28609810
				13	28608438	28608544
				13	28608219	28608351
				13	28608024	28608128
				13	28602315	28602425
				13	28601225	28601378
				13	28598998	28599080
				13	28597487	28597614
				13	28589727	28589838
				13	28589294	28589393
				13	28588589	28588694
		28577930	28578188	13	28577930	28578311
90645508	90645700			15	90645508	90645700
90631963	90631979			15	90631819	90631979
				15	90631591	90631734
				15	90630671	90630807
				15	90630344	90630495
				15	90628507	90628619
				15	90628233	90628330
				15	90628048	90628140
		90627228	90627497	15	90627228	90627585
90643808	90643927			15	90643808	90643927
90634836	90634876			15	90634785	90634876
				15	90633711	90633876
				15	90631819	90631979
				15	90631591	90631734
				15	90630671	90630807
				15	90630344	90630495
				15	90628507	90628619
				15	90628233	90628330
				15	90628048	90628140
		90627409	90627497	15	90627409	90627585
106067450	106068136			4	106067450	106068136
106111517	106111643			4	106111517	106111643
106155054	106155099			4	106155054	106158508
				4	106162496	106162586
				4	106163991	106164084
				4	106164727	106164935
				4	106180776	106180926
				4	106182916	106183005
				4	106190767	106190904
				4	106193721	106194075
		106197677	106200973	4	106196205	106200973
11071757	11071850			19	11071757	11071850
11088329	11088491			19	11088329	11088491
11094800	11094827			19	11094800	11095049
				19	11095949	11096081
				19	11096865	11097269
				19	11097581	11097679
				19	11098342	11098600
				19	11099993	11100119
				19	11101826	11101999
				19	11105504	11105677
				19	11106889	11107056
				19	11107170	11107220
				19	11113705	11113835
				19	11114016	11114073
				19	11118578	11118699
				19	11121057	11121207
				19	11123625	11123788
				19	11129633	11129699
				19	11130267	11130377
				19	11132401	11132643
				19	11134194	11134307
				19	11135007	11135114
				19	11136098	11136184
				19	11136976	11137022
				19	11138460	11138626
				19	11141406	11141569
				19	11143966	11144193
				19	11144799	11144876
				19	11145590	11145808
				19	11151974	11152236
				19	11168931	11169039
				19	11169464	11169565
				19	11170429	11170561
				19	11170721	11170863
				19	11172460	11172492
148581256	148581370			7	148581256	148581370
148544391	148544397			7	148544274	148544397
				7	148543589	148543690
				7	148529726	148529842
				7	148526820	148526940
				7	148525832	148525972
				7	148524256	148524358
				7	148523561	148523724
				7	148516688	148516779
				7	148514969	148515209
				7	148514314	148514483
				7	148513776	148513870
				7	148512598	148512638
				7	148511051	148511229
				7	148508717	148508812
				7	148507425	148507506
				7	148506402	148506482
				7	148506163	148506247
		148504477	148504737	7	148504477	148504798
30946162	30946578			20	30946162	30946635
				20	30954187	30954269
				20	30956818	30956926
		30959587	30959677	20	30959581	30959677
		31015931	31016051	20	31015931	31016051
		31016128	31016226	20	31016128	31016226
32889617	32889804			13	32889617	32889804
32890559	32890597			13	32890559	32890664
				13	32893214	32893462
				13	32899213	32899321
				13	32900238	32900287
				13	32900379	32900419
				13	32900636	32900750
				13	32903580	32903629
				13	32905056	32905167
				13	32906409	32907524
				13	32910402	32915333
				13	32918695	32918790
				13	32920964	32921033
				13	32928998	32929425
				13	32930565	32930746
				13	32931879	32932066
				13	32936660	32936830
				13	32937316	32937670
				13	32944539	32944694
				13	32945093	32945237
				13	32950807	32950928
				13	32953454	32953652
				13	32953887	32954050
				13	32954144	32954282
				13	32968826	32969070
				13	32971035	32971181
		32972908	32973347	13	32972299	32973347
		32973746	32973805	13	32973746	32973805
29137757	29138410			22	29137757	29138410
29130391	29130715			22	29130391	29130715
29121231	29121355			22	29121231	29121355
29120965	29121112			22	29120965	29121112
29117506	29117619			22	29117506	29117619
29115403	29115473			22	29115383	29115473
				22	29107897	29108005
				22	29105994	29106047
				22	29099493	29099554
				22	29095826	29095925
				22	29092889	29092975
				22	29091698	29091861
				22	29091115	29091230
				22	29090020	29090105
				22	29085123	29085203
		29083731	29083884	22	29083731	29083974
106067450	106068136			4	106067450	106068136
106111517	106111643			4	106111517	106111643
106155054	106155099			4	106155054	106158508
				4	106163991	106164084
		106164809	106164935	4	106164727	106164935
		106180776	106180926	4	106180776	106180926
		106182916	106183005	4	106182916	106183005
		106190767	106190904	4	106190767	106190904
		106193721	106194075	4	106193721	106194075
		106196205	106200973	4	106196205	106200973
31018665	31018945			20	31018665	31018979
				20	31019124	31019287
				20	31019386	31019482
				20	31020683	31020788
				20	31021087	31021213
25403698	25403863			12	25403698	25403863
25398319	25398329			12	25398208	25398329
		25386753	25388139	12	25386753	25388160
25403685	25403870			12	25403685	25403870
25398319	25398329			12	25398208	25398329
		25362102	25362728	12	25362102	25362845
90645623	90645709			15	90645508	90645709
				15	90634785	90634876
				15	90631591	90631734
				15	90630671	90630807
				15	90630344	90630495
				15	90628507	90628619
				15	90628233	90628330
		90627246	90627497	15	90627246	90627585
				17	7576853	7576905
		7572887	7572966	17	7572887	7573008
74733243	74733413			17	74732917	74733413
				17	74732462	74732525
1206868	1206912			19	1206868	1207202
				19	1220372	1220504
				19	1220580	1220616
				19	1221212	1221339
				19	1221948	1222005
				19	1222984	1223171
				19	1226458	1226662
				19	1227592	1227856
41277203	41277346			17	41277199	41277346
				17	41215891	41215968
				17	41215350	41215390
				17	41209069	41209152
				17	41203080	41203134
				17	41201138	41201211
				17	41199660	41199720
		41197580	41197694	17	41197580	41197819
				19	11169511	11169565
				19	11170429	11170561
				19	11170721	11170863
		11175878	11176071	19	11175869	11176071
				18	48573417	48573665
				18	48575056	48575230
				18	48575665	48575694
				18	48581151	48581363
				18	48591793	48591976
				18	48593389	48593557
				18	48603008	48603146
				18	48604626	48604837
48554764	48555035			18	48554764	48555035
48573290	48573416			18	48573290	48573665
				18	48575056	48575186
48556470	48556646			18	48556470	48556646
48573290	48573416			18	48573290	48573665
				18	48575056	48575078
11071781	11071850			19	11071781	11071850
11094156	11094387			19	11094156	11094387
11094800	11094827			19	11094800	11095049
				19	11095949	11096081
				19	11096865	11097269
				19	11097581	11097679
				19	11098342	11098600
				19	11099993	11100119
				19	11101826	11101999
				19	11105504	11105677
				19	11106889	11107056
				19	11107170	11107220
				19	11113705	11113835
				19	11114016	11114073
				19	11118578	11118699
				19	11121057	11121207
				19	11123625	11123788
				19	11129633	11129699
				19	11130267	11130377
				19	11132401	11132643
				19	11134194	11134307
				19	11135007	11135114
				19	11136098	11136184
				19	11136976	11137022
				19	11138460	11138626
				19	11141406	11141569
				19	11143966	11144193
				19	11144799	11144876
				19	11145590	11145808
				19	11151974	11152236
				19	11168934	11169039
				19	11169464	11169565
				19	11170429	11170561
				19	11170721	11170863
				19	11172460	11172492
48571329	48571421			18	48571329	48571421
48573290	48573416			18	48573290	48573665
				18	48575056	48575168
48556583	48556646			18	48556583	48556646
48573358	48573416			18	48573358	48573665
				18	48575056	48575227
11071997	11072405			19	11071997	11072405
11094800	11094827			19	11094800	11095049
				19	11095949	11096081
				19	11096865	11097269
				19	11097581	11097679
				19	11098342	11098600
				19	11099993	11100119
				19	11101826	11101999
				19	11105504	11105677
				19	11106889	11107056
				19	11107170	11107220
				19	11113705	11113835
				19	11114016	11114073
				19	11118578	11118699
				19	11121057	11121207
				19	11123625	11123788
				19	11129633	11129699
				19	11130267	11130377
				19	11132401	11132643
				19	11134194	11134307
				19	11135007	11135114
				19	11136098	11136184
				19	11136976	11137022
				19	11138460	11138626
				19	11141406	11141569
				19	11143966	11144193
				19	11144799	11144876
				19	11145590	11145808
				19	11151983	11152236
				19	11168931	11169039
				19	11169464	11169565
				19	11170429	11170561
				19	11170721	11170863
				19	11172460	11172492
41277288	41277346			17	41277288	41277346
41226496	41226538			17	41226348	41226538
				17	41222945	41223255
				17	41219625	41219712
				17	41215891	41215968
				17	41215350	41215390
				17	41209069	41209152
				17	41203080	41203134
				17	41201138	41201211
				17	41199660	41199720
		41197580	41197694	17	41197580	41197819
41277288	41277346			17	41277288	41277346
41202110	41202207			17	41202079	41202207
				17	41201138	41201211
				17	41199660	41199720
		41197580	41197694	17	41197580	41197819
48556583	48556993			18	48556583	48556993
48573290	48573416			18	48573290	48573665
				18	48575056	48575230
				18	48575665	48575694
				19	11141489	11141569
				19	11143966	11144013
				19	11145698	11145808
				19	11151974	11152142
				18	48593483	48593557
		48603182	48603500	18	48603008	48603500
108094805	108094863			11	108094805	108094863
108095511	108095598			11	108095511	108095598
108098322	108098351			11	108098322	108098423
				11	108098503	108098615
				11	108099905	108100050
				11	108106397	108106470
7590695	7590805			17	7590695	7590805
7579913	7579940			17	7579839	7579940
				17	7579700	7579721
				17	7579312	7579590
				17	7578480	7578533
